id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
248,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",Alex Sink,models/gemini-2.5-pro,"150,000 oil spill claims have been filed by Floridians.",high,40 percent of claims filed by Floridians have been paid.,high,"Approximately 90,000 claims filed by Floridians remained unpaid.",high,"150,000 oil spill claims have been filed by Floridians.",high,98,Verified,"BP data from the time showed 40% of the nearly 150,000 Florida claims had been paid.",True
249,"Says in 2012 ""Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.""",Viral image,models/gemini-2.5-pro,"In 2012, Barack Obama lost in every state with a strict photo ID law in effect.",high,"In 2012, Barack Obama lost in states that did not require a photo ID to vote.",high,"Barack Obama won the 2012 election in Florida, a state that requested photo ID from voters.",high,"In 2012, Barack Obama lost in every state with a strict photo ID law in effect.",high,100,Likely false,"Obama lost several states without photo ID laws, including North Carolina, Montana, and West Virginia.",False
250,"Budget analysts say the looming tax hikes and spending cuts would  ""take us into a recession and kill jobs.""",Rob Portman,models/gemini-2.5-pro,Budget analysts stated that looming tax hikes and spending cuts would take the US into a recession.,high,Budget analysts stated that looming tax hikes and spending cuts would 'kill jobs'.,high,The statement refers to the economic event known as the 'fiscal cliff'.,medium,Budget analysts stated that looming tax hikes and spending cuts would take the US into a recession.,high,95,Verified,The non-partisan Congressional Budget Office repeatedly warned the 2012 'fiscal cliff' would cause a recession.,True
251,Says Fox News gave Republican senators twice the air time as Democrats during a hearing about the Islamic State.,Media Matters,models/gemini-2.5-pro,A hearing concerning the Islamic State was held.,low,Fox News gave airtime to both Republican and Democratic senators during the hearing.,medium,Fox News gave Republican senators twice the airtime as Democrats.,high,Fox News gave Republican senators twice the airtime as Democrats.,high,100,Verified,A Media Matters analysis confirmed Republicans received exactly twice the airtime as Democrats during the specific hearing.,True
252,"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members.""",David Cicilline,models/gemini-2.5-pro,An amendment was proposed specifying when military members may use deadly force.,high,There are existing rules of engagement for American service members.,high,The amendment does nothing to change existing rules of engagement.,high,An amendment was proposed specifying when military members may use deadly force.,high,95,Verified,Experts and the Pentagon confirmed the amendment would not alter existing military rules of engagement.,True
253,"Blinken, Austin trip to Kyiv may have been staged",Michael Savage,models/gemini-2.5-pro,Antony Blinken and Lloyd Austin made a trip to Kyiv.,high,Antony Blinken traveled to Kyiv.,high,Lloyd Austin traveled to Kyiv.,high,Antony Blinken and Lloyd Austin made a trip to Kyiv.,high,98,Likely false,The high-risk trip was widely reported by credible sources; no evidence suggests it was staged.,False
254,"""Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.""",Carol Hunstein,models/gemini-2.5-pro,The staff size is 51.,high,The staff size is fewer than it was a decade ago.,high,The court's caseload has grown.,high,The staff size is 51.,high,98,Verified,Georgia Supreme Court data from that period confirms a significant increase in caseloads over the prior decade.,True
255,"""All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.""",Chain email,models/gemini-2.5-pro,Private healthcare plans can participate in a Healthcare Exchange.,high,Plans must conform to government rules to participate in a Healthcare Exchange.,high,Healthcare Exchanges are a feature of the healthcare system.,high,Private healthcare plans can participate in a Healthcare Exchange.,high,100,Verified,"The ACA requires plans on the Marketplace to meet federal standards, like covering essential health benefits.",True
256,"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades.""",Diane Savino,models/gemini-2.5-pro,A practice exists of giving a committee chair’s stipend to another committee member.,high,This practice occurs in the New York State Senate.,medium,This legislative practice has existed for decades.,high,A practice exists of giving a committee chair’s stipend to another committee member.,high,95,Verified,Multiple news outlets and watchdog groups have reported this has been a long-standing practice in Albany.,False
257,"""The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.""",Dave Brat,models/gemini-2.5-pro,The labor force participation rate is the share of the potential workforce that is working or looking for work.,high,The labor force participation rate currently stands below 63%.,high,This level is the lowest since the 1970s.,high,The labor force participation rate is the share of the potential workforce that is working or looking for work.,high,100,Verified,BLS data from the 2010s confirms the rate fell to levels not seen since the late 1970s.,True
258,"Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.",Terry McAuliffe,models/gemini-2.5-pro,Terry McAuliffe had a company planning to build an electric automobile plant.,high,Virginia was considered as a potential location for the plant.,high,Virginia economic development officials decided not to bid on the plant.,high,Terry McAuliffe had a company planning to build an electric automobile plant.,high,100,Verified,State records show officials deemed the company non-viable and decided against pursuing an incentive offer.,False
259,"Says ""Joe Biden wants to ban 9mm pistols.""",National Rifle Association,models/gemini-2.5-pro,Joe Biden has called for a ban on 'assault weapons'.,high,Joe Biden has supported banning high-capacity magazines.,high,Joe Biden has not explicitly proposed a ban on all 9mm pistols.,high,Joe Biden has called for a ban on 'assault weapons'.,high,98,Likely false,"His proposals target 'assault weapons' and high-capacity magazines, not a specific ban on all 9mm pistols.",False
260,"""Half the kids coming out of college this year … can't find a job, or a job that's consistent with a college degree.""",Mitt Romney,models/gemini-2.5-pro,Half the kids coming out of college this year can't find a job.,high,Half the kids coming out of college this year can't find a job consistent with a college degree.,high,The combined unemployment and underemployment rate for recent college graduates is about 50%.,high,Half the kids coming out of college this year can't find a job.,high,95,Verified,An Associated Press analysis at the time found 53.6% of recent graduates were jobless or underemployed.,True
261,"""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.""",Facebook posts,models/gemini-2.5-pro,The House of Representatives voted on country-of-origin labeling.,high,"The vote was to remove labeling on chicken, pork, and beef.",high,The vote count was 300-131.,high,The House of Representatives voted on country-of-origin labeling.,high,100,Verified,"In 2015, the House voted 300-131 to repeal country-of-origin labeling for certain meats.",True
262,The World Economic Forum has its own police force.,Charlie Kirk,models/gemini-2.5-pro,The World Economic Forum has its own police force.,high,The WEF annual meeting in Davos is secured by Swiss police and military.,high,The World Economic Forum is a non-governmental organization.,medium,The World Economic Forum has its own police force.,high,95,Likely false,"Security for the Davos meeting is provided by Swiss public authorities, not a private WEF force.",False
263,"Says Gov. Tony Evers has declared Wisconsin ""permanently closed"" for business.",Rebecca Kleefisch,models/gemini-2.5-pro,Gov. Tony Evers declared Wisconsin 'permanently closed' for business.,high,Gov. Tony Evers took actions related to business closures in Wisconsin.,medium,Tony Evers is the governor of Wisconsin.,low,Gov. Tony Evers declared Wisconsin 'permanently closed' for business.,high,95,Likely false,Evers issued temporary 'Safer at Home' orders; he never declared the state permanently closed.,False
264,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",John Cox,models/gemini-2.5-pro,The cost to build a mile of road in California is higher than the national average.,high,The cost to maintain a mile of road in California is higher than the national average.,high,The cost to build and maintain a mile of road in California is nearly five times the national average.,high,The cost to build a mile of road in California is higher than the national average.,high,95,Likely false,"Studies show California's road costs are higher than average, but not by a factor of five.",False
265,"Says NBC News reported that Hillary Clinton ""covered up elite pedophile ring at state department.""",Bloggers,models/gemini-2.5-pro,NBC News is a news organization.,low,The statement concerns Hillary Clinton and the State Department.,low,NBC News reported that Hillary Clinton covered up an elite pedophile ring at the State Department.,high,NBC News reported that Hillary Clinton covered up an elite pedophile ring at the State Department.,high,95,Likely false,There is no evidence that NBC News ever published such a report; this is a known falsehood.,False
266,"""The health care price tag for childhood obesity in Georgia is $2.4 billion annually and rising.""",Nathan Deal,models/gemini-2.5-pro,The health care price tag for childhood obesity in Georgia is $2.4 billion.,high,The health care price tag for childhood obesity in Georgia is an annual figure.,medium,The health care cost for childhood obesity in Georgia is rising.,high,The health care price tag for childhood obesity in Georgia is $2.4 billion.,high,95,Likely false,"The $2.4 billion figure was for adult obesity costs, not specifically for childhood obesity in Georgia.",False
267,"Sanders’ ""Medicare for All"" plan ""would cost more than the entire federal budget that we spend now.""",Joe Biden,models/gemini-2.5-pro,"Bernie Sanders has a plan called ""Medicare for All"".",low,The federal government has an annual budget of a specific amount.,high,"The estimated cost of Sanders' ""Medicare for All"" plan is greater than the federal budget.",high,The federal government has an annual budget of a specific amount.,high,95,Likely false,Major estimates show the plan's annual cost would be less than the entire federal budget at the time.,False
268,"""Two-thirds of the people who use Medicaid are poor children, but two-thirds of the money is for long-term care for seniors, whether in a facility or at home.""",Nancy Pelosi,models/gemini-2.5-pro,Two-thirds of the people who use Medicaid are poor children.,high,Two-thirds of the [Medicaid] money is for long-term care for seniors.,high,Medicaid provides long-term care for seniors in a facility or at home.,medium,Two-thirds of the people who use Medicaid are poor children.,high,95,Likely false,Data shows spending on long-term care for seniors is substantially less than the claimed two-thirds of the budget.,False
269,"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""",The Coalition for Public Schools,models/gemini-2.5-pro,Texas legislators have filed voucher proposals since 1995.,high,Voucher proposals were filed in every legislative session since 1995.,high,All of them have failed to become law.,high,Texas legislators have filed voucher proposals since 1995.,high,95,Verified,Legislative records confirm that no statewide voucher program has been signed into law in Texas.,True
270,"Says Scott Walker's ""listening sessions"" are ""invite-only and excluding the press.""",Dana Wachs,models/gemini-2.5-pro,Scott Walker held 'listening sessions'.,low,The listening sessions were 'invite-only'.,high,The press was excluded from the listening sessions.,high,The listening sessions were 'invite-only'.,high,90,Verified,Reports confirmed attendees were selected by organizers and the events were not open to the general public.,True
271,Says a photo shows Donald Trump kissing Ivanka Trump on the lips.,Viral image,models/gemini-2.5-pro,A photo exists.,low,The photo shows Donald Trump and Ivanka Trump.,medium,The photo shows them kissing on the lips.,high,The photo shows them kissing on the lips.,high,5,Likely false,The viral image in question has been widely identified as being generated by artificial intelligence.,False
272,"""In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.""",Joe Biden,models/gemini-2.5-pro,"The 1994 Crime Bill authorized funding for 100,000 new police officers.",high,Murder rates in the U.S. went down for eight consecutive years.,high,Violent crime rates in the U.S. went down for eight consecutive years.,high,"The 1994 Crime Bill authorized funding for 100,000 new police officers.",high,95,Verified,FBI data confirms violent crime rates fell for more than eight consecutive years starting in 1992.,False
273,"""The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].""",Instagram posts,models/gemini-2.5-pro,The death rate for fully vaccinated people is higher than for non-vaccinated people.,high,The difference in the death rate between the two groups is significant.,high,Death rates are tracked for both vaccinated and non-vaccinated populations.,low,The death rate for fully vaccinated people is higher than for non-vaccinated people.,high,95,Likely false,Public health data consistently shows vaccinated people have a significantly lower death rate than unvaccinated people.,False
274,"""NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.""",Barack Obama,models/gemini-2.5-pro,The US sought more troops from NATO allies for the war in Afghanistan.,high,"Major NATO allies, including France and Germany, opposed the 2003 US invasion of Iraq.",high,The 2003 Iraq War created a diplomatic rift between the US and some NATO allies.,high,The US sought more troops from NATO allies for the war in Afghanistan.,high,100,Uncertain,The causal link is a plausible but unprovable political interpretation of allied motives.,True
275,"""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""",Eric Johnson,models/gemini-2.5-pro,A major oil spill from a drilling accident in America happened in 1969.,high,The 1969 spill was the last major oil spill from a drilling accident in America.,high,The time between 1969 and the statement was over 40 years.,low,A major oil spill from a drilling accident in America happened in 1969.,high,95,Likely false,The 1979 Ixtoc I and 2010 Deepwater Horizon spills were major drilling accidents affecting America.,False
276,"""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others.""",Ray Cross,models/gemini-2.5-pro,Most research shows that (UW salaries) are a little behind.,high,(In) some areas we're behind more than others.,high,Research has been conducted on University of Wisconsin (UW) salaries.,low,Most research shows that (UW salaries) are a little behind.,high,95,Verified,UW System and state reports have consistently shown a faculty salary lag compared to peer institutions.,True
277,"""Adolf Hitler confiscated all the weapons — took all the weapons, had a registry of everybody — and then on the night of June 30, 1934, sent out his secret police and murdered all of his political opponents.""",David Simmons,models/gemini-2.5-pro,Adolf Hitler confiscated all the weapons.,high,The Nazi regime had a weapons registry of everybody.,high,"On the night of June 30, 1934, Hitler's secret police murdered his political opponents.",high,Adolf Hitler confiscated all the weapons.,high,10,Likely false,Nazi Germany did not confiscate all weapons; laws were relaxed for most citizens but banned for Jews.,False
278,"Algeria ""wanted to be taken off of the terror list"" at the time it made an unreported donation to the Clinton Foundation.",Joe Scarborough,models/gemini-2.5-pro,Algeria made a donation to the Clinton Foundation.,high,Algeria's donation was not publicly disclosed by the Foundation at the time.,high,Algeria wanted to be taken off of a 'terror list'.,low,Algeria made a donation to the Clinton Foundation.,high,95,Likely false,Algeria was not on the U.S. State Department's list of State Sponsors of Terrorism.,False
279,Georgia has saved $20 million through changes in criminal sentencing.,Nathan Deal,models/gemini-2.5-pro,Georgia has saved $20 million.,high,The savings were due to changes in criminal sentencing.,high,Georgia implemented criminal sentencing changes.,high,Georgia has saved $20 million.,high,95,Verified,A 2013 state council report confirmed $20 million in savings from the reforms.,True
280,"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.""",Facebook posts,models/gemini-2.5-pro,A facial recognition firm was used to identify rally participants.,high,The firm identified some participants as antifa.,high,The firm's identification confirmed antifa infiltration.,high,A facial recognition firm was used to identify rally participants.,high,5,Likely false,"The company cited retracted its initial claim, stating the individuals were not antifa members.",False
281,"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",Providence City Council,models/gemini-2.5-pro,The semi-automatic action was originally designed for military weapons.,medium,"Prominent semi-automatic weapons, such as the AR-15 platform, originated from military designs.",high,All semi-automatic weapons were designed for military battlefield use.,high,"Prominent semi-automatic weapons, such as the AR-15 platform, originated from military designs.",high,95,Likely false,"Many early semi-automatic firearms were designed specifically for civilian hunting and sport, not military use.",False
282,"Obama has admitted a cap and trade plan would cause electricity bills to ""skyrocket.""",Sarah Palin,models/gemini-2.5-pro,Barack Obama discussed a cap and trade plan.,low,Obama stated this plan would affect electricity bills.,medium,Obama used the word 'skyrocket' in relation to electricity bills under a cap and trade plan.,high,Obama used the word 'skyrocket' in relation to electricity bills under a cap and trade plan.,high,100,Verified,"In 2008, Obama said under his cap and trade plan, electricity rates would 'necessarily skyrocket'.",True
283,"""We know that every 85 visitors create one Florida job.""",Rick Scott,models/gemini-2.5-pro,Every 85 visitors to Florida create one job.,high,There is a direct link between the number of visitors and job creation in Florida.,medium,A specific visitor-to-job creation ratio exists.,low,Every 85 visitors to Florida create one job.,high,85,Verified,"This statistic originated from a report by Visit Florida, the state's official tourism marketing corporation.",True
284,"Wisconsin’s ""effective"" unemployment rate is 20 percent.",Donald Trump,models/gemini-2.5-pro,"Wisconsin’s ""effective"" unemployment rate is 20 percent.",medium,Wisconsin's official unemployment rate (U-3) was under 5% when the claim was typically made (c. 2016).,high,Wisconsin's broadest unemployment measure (U-6) was under 9% when the claim was typically made (c. 2016).,high,Wisconsin's official unemployment rate (U-3) was under 5% when the claim was typically made (c. 2016).,high,98,Likely false,Even the broadest official unemployment measure was less than half the 20 percent figure claimed.,False
285,A $15-per-hour minimum wage would raise the price of a Taco Bell burrito to $38.,Jordan Rachel,models/gemini-2.5-pro,A $15-per-hour minimum wage is a proposed policy.,low,This policy would cause the price of a Taco Bell burrito to increase.,medium,The price of a Taco Bell burrito would be raised to $38.,high,The price of a Taco Bell burrito would be raised to $38.,high,1,Likely false,The claimed price is a vast exaggeration unsupported by economic analysis.,False
286,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",Jane O’Meara Sanders,models/gemini-2.5-pro,Bernie Sanders won every town in Vermont in his 2018 Senate reelection.,high,The Northeast Kingdom is considered the most rural and conservative part of Vermont.,high,Bernie Sanders receives support from self-identified conservative voters in Vermont.,medium,Bernie Sanders won every town in Vermont in his 2018 Senate reelection.,high,100,Verified,"Sanders won every town in his 2018 reelection, which by definition includes the most rural/conservative parts.",True
287,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",Mark Sanford,models/gemini-2.5-pro,Alice Rivlin was a budget director for President Clinton.,low,Alice Rivlin commented on the stimulus bill.,medium,"Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",high,"Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",high,5,Likely false,Rivlin criticized parts of the bill but never said it wouldn't stimulate the economy overall.,False
288,"Says Sen. John McCain was ""caught making highly illegal phone call to foreign country.""",Bloggers,models/gemini-2.5-pro,Sen. John McCain made a phone call to a foreign country.,low,The phone call was highly illegal.,high,Sen. John McCain was 'caught' making the call.,medium,The phone call was highly illegal.,high,5,Likely false,Legal experts say the Logan Act does not apply to a sitting US Senator's official duties.,False
289,Three naked women in photo are campaigning for the Democrats.,Bloggers,models/gemini-2.5-pro,A photo exists showing three naked women.,low,The women in the photo are campaigning.,medium,The campaigning is for the Democrats.,high,The campaigning is for the Democrats.,high,0,Likely false,"The photo is from a 2007 FEMEN protest in Ukraine, unrelated to the Democratic party.",False
290,"Wisconsin’s 2019-21 budget produced the first positive general fund balance since 2000, and the governor’s proposed 2021-23 budget would return it to a deficit.",Wisconsin Republican Legislative leaders,models/gemini-2.5-pro,Wisconsin’s 2019-21 budget produced the first positive general fund balance since 2000.,high,The governor’s proposed 2021-23 budget would return it to a deficit.,medium,Wisconsin’s 2019-21 budget produced a positive general fund balance.,high,Wisconsin’s 2019-21 budget produced the first positive general fund balance since 2000.,high,95,Likely false,Wisconsin has ended most fiscal years since 2000 with a positive general fund balance.,True
291,"Says Barack Obama ""is the only president to ever cut $500 billion from Medicare.""",Mitt Romney,models/gemini-2.5-pro,Barack Obama cut $500 billion from Medicare.,high,The cut to Medicare was $500 billion.,medium,Barack Obama is the only president to ever make such a cut.,high,Barack Obama cut $500 billion from Medicare.,high,95,Likely false,"Other presidents, including Bill Clinton, signed laws reducing future Medicare spending by hundreds of billions.",False
292,Video shows missile attack in Beirut explosion.,Bloggers,models/gemini-2.5-pro,A video of the Beirut explosion exists.,low,The video shows a missile.,medium,The Beirut explosion was a missile attack.,high,The Beirut explosion was a missile attack.,high,5,Likely false,"Investigations concluded improperly stored ammonium nitrate caused the explosion, not a missile.",False
293,"Says, ""Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.""",Jeff Merkley,models/gemini-2.5-pro,The Violence Against Women Act (VAWA) was first passed in 1994.,high,Incidents of domestic violence have dropped since 1994.,medium,The drop in domestic violence incidents is more than 50 percent.,high,The Violence Against Women Act (VAWA) was first passed in 1994.,high,95,Verified,Bureau of Justice Statistics data show domestic violence incidents dropped by over 60% since 1994.,True
294,"""CDC admits old ‘science’ was wrong"" on COVID-19 quarantine guidance.",Duey Stroebel,models/gemini-2.5-pro,The CDC changed its COVID-19 quarantine guidance.,high,The CDC admitted its old science was wrong.,high,The change in guidance was framed as an 'admission' by the CDC.,medium,The CDC changed its COVID-19 quarantine guidance.,high,95,Likely false,"The CDC updated guidance based on new circumstances, not by admitting its previous science was wrong.",False
295,"""Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.""",Florida Education Association,models/gemini-2.5-pro,Legislation was passed affecting how public union dues are paid.,high,This legislation bans automatic payroll deductions for public union dues.,high,Lobbyists supported the legislation that bans automatic payroll deductions for union dues.,medium,Legislation was passed affecting how public union dues are paid.,high,100,Verified,Legislation removed the option for members to pay union dues via automatic payroll deduction.,False
296,"""Each day our nation pays communist China $73.9 million in interest on our debt.""",Randy Forbes,models/gemini-2.5-pro,The U.S. pays China interest on U.S. debt.,high,The amount of daily interest paid to China is $73.9 million.,high,China holds U.S. national debt.,high,The U.S. pays China interest on U.S. debt.,high,95,Verified,The figure was a plausible calculation based on U.S. debt held by China around 2011.,True
297,"Says the USMCA is the ""biggest trade deal ever made.""",Donald Trump,models/gemini-2.5-pro,The USMCA is a trade deal.,low,The claim compares the USMCA to all other trade deals ever made.,medium,The USMCA is described as the 'biggest' trade deal.,high,The USMCA is described as the 'biggest' trade deal.,high,10,Likely false,"Other trade deals are larger by number of countries, combined GDP, and total trade volume.",False
298,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",Rand Paul,models/gemini-2.5-pro,The Geneva Convention is an international treaty.,high,The Geneva Convention contains rules about the treatment of non-combatants in conflict.,high,A signatory country can withdraw (pull out of) the Geneva Convention.,high,The Geneva Convention is an international treaty.,high,100,Verified,"The Geneva Conventions explicitly protect non-combatants, such as family members, from being targeted in war.",True
299,"""The claim ... that we plan to set up panels of bureaucrats with the power to  kill off senior citizens ... is a lie, plain and simple.""",Barack Obama,models/gemini-2.5-pro,A claim was made that a healthcare plan included panels to kill off senior citizens.,high,Barack Obama stated that this claim was a lie.,high,The healthcare plan in question did not authorize panels to kill off senior citizens.,high,A claim was made that a healthcare plan included panels to kill off senior citizens.,high,100,Verified,"The legislation proposed voluntary end-of-life counseling reimbursements, not 'death panels' with power to deny care.",True
300,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",John McCain,models/gemini-2.5-pro,Obama planned to change the tax code.,low,The plan included a tax increase.,medium,"The tax increase would apply to everyone earning over $42,000 a year.",high,"The tax increase would apply to everyone earning over $42,000 a year.",high,95,Likely false,"Obama's direct tax plan was for incomes over $250,000, not the claimed $42,000 figure.",False
301,"This photo shows ""headache treatments in 1890s known as vibration therapy.""",Facebook posts,models/gemini-2.5-pro,The photo shows a headache treatment.,high,The treatment is from the 1890s.,high,The treatment is known as vibration therapy.,high,The photo shows a headache treatment.,high,100,Likely false,The photo actually shows a woman being fitted for a hat with a device called a conformateur.,False
302,"Speaking of immigration cases, says, ""We have thousands of judges.""",Donald Trump,models/gemini-2.5-pro,The U.S. has an immigration court system.,low,The number of U.S. immigration judges is in the thousands.,high,The total number of all judges in the U.S. is in the thousands.,medium,The number of U.S. immigration judges is in the thousands.,high,95,Likely false,"The U.S. has hundreds of immigration judges, not the thousands claimed in the statement.",False
303,The state’s overall revenues only returned this year to 2007 levels.,Nathan Deal,models/gemini-2.5-pro,The state’s overall revenues in the current year were at 2007 levels.,high,State revenues between 2008 and the previous year were lower than 2007 levels.,medium,2007 is the benchmark year for comparing the state's revenue.,low,The state’s overall revenues in the current year were at 2007 levels.,high,95,Verified,Georgia's projected FY2014 revenues were slightly higher than actual FY2007 revenues in nominal dollars.,True
304,Says Milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,Facebook posts,models/gemini-2.5-pro,A mother tracked her missing daughter to a Milwaukee address.,high,The address was the residence of a registered sex offender.,high,Milwaukee police removed children from the house.,high,A mother tracked her missing daughter to a Milwaukee address.,high,100,Likely false,"Police said they were securing a scene while awaiting a warrant, not protecting a suspect.",False
305,"Tim Kaine, as governor, proposed tax increases on people earning ""as little as $17,000.""",George Allen,models/gemini-2.5-pro,Tim Kaine served as governor.,high,Tim Kaine proposed tax increases during his governorship.,high,"The proposed tax increases affected incomes as low as $17,000.",high,Tim Kaine served as governor.,high,100,Verified,"Kaine's 2006 tax plan raised the top rate for taxable income over $17,000.",True
306,"Sen. Mark Kelly voted ""for benefits to illegals.""",National Republican Senatorial Committee,models/gemini-2.5-pro,Sen. Mark Kelly voted for the American Rescue Plan.,high,The American Rescue Plan allowed U.S. citizens in mixed-status families to receive stimulus payments.,high,"The plan required a Social Security Number for direct payment, excluding most undocumented immigrants.",high,Sen. Mark Kelly voted for the American Rescue Plan.,high,95,Likely false,"The plan benefited U.S. citizens in mixed-status families, not undocumented immigrants directly.",False
307,"It's ""not true"" that since he's been the president, executions in Iran have increased by four times.",Mahmoud Ahmadinejad,models/gemini-2.5-pro,Mahmoud Ahmadinejad was president of Iran.,low,The rate of executions in Iran is a monitored statistic.,medium,Executions in Iran increased fourfold during Ahmadinejad's presidency.,high,Executions in Iran increased fourfold during Ahmadinejad's presidency.,high,95,Likely false,Human rights groups reported executions increased by at least four times during his presidency.,False
308,"""The majority of hunters now want universal background checks, the majority of Trump voters.""",Amy Klobuchar,models/gemini-2.5-pro,The majority of hunters now want universal background checks,high,[A] majority of Trump voters [want universal background checks],high,Universal background checks are a proposed policy on firearms,low,The majority of hunters now want universal background checks,high,95,Verified,Polls consistently show a large majority of Republicans and Trump voters support universal background checks.,True
309,"Changes to DACA during his administration are ""because of the pandemic.""",Donald Trump,models/gemini-2.5-pro,The Trump administration made changes to the DACA program.,high,The administration cited the pandemic as a reason for DACA changes in a July 2020 memo.,high,The Trump administration's first attempt to rescind DACA occurred in 2017.,high,The Trump administration made changes to the DACA program.,high,98,Likely false,The administration's efforts to end DACA began years before the COVID-19 pandemic.,False
310,"""There are already more American jobs in the solar industry than in coal mining.""",Sheldon Whitehouse,models/gemini-2.5-pro,There are American jobs in the solar industry.,low,There are American jobs in coal mining.,low,The number of American jobs in the solar industry exceeds the number in coal mining.,high,The number of American jobs in the solar industry exceeds the number in coal mining.,high,95,Verified,Department of Energy and BLS data confirm more jobs in solar than in coal mining.,True
311,"Says Oregon’s high minimum wage is the reason why ""by 2011, Oregon's restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the state's minimum wage began rising above the federal level in 1997.""",Melvin Sickler,models/gemini-2.5-pro,"By 2011, Oregon's restaurants employed an average of 13.8 workers.",high,This was 2.6 fewer employees on average than before Oregon's minimum wage rose above the federal level in 1997.,high,Oregon's minimum wage began rising above the federal level in 1997.,high,"By 2011, Oregon's restaurants employed an average of 13.8 workers.",high,100,Verified,BLS data confirms the stated drop in average restaurant employment from 1996 to 2011.,False
312,"Says the Multnomah County Library system ""is the second busiest in the nation.""",Libraries Yes! Committee,models/gemini-2.5-pro,The Multnomah County Library system was ranked the second busiest in the nation.,high,This ranking was based on circulation per capita.,high,"The ranking was for libraries serving populations of 500,000 or more.",high,The Multnomah County Library system was ranked the second busiest in the nation.,high,95,Verified,The claim was true based on a 2010 report measuring circulation per capita.,True
313,"""Australian military being trained to **force vaccinate** in door-to-door attacks.""",Bloggers,models/gemini-2.5-pro,The Australian military was involved in the national COVID-19 response.,low,Australian military personnel administered vaccines to the public.,medium,The Australian military was trained to force vaccinate citizens in door-to-door attacks.,high,The Australian military was trained to force vaccinate citizens in door-to-door attacks.,high,98,Likely false,"No evidence exists for this; the military provided logistical support, not forced vaccinations in 'attacks'.",False
314,"""We have not taken away any rights that have currently existed in any city in North Carolina"" with the passage of HB2.",Pat McCrory,models/gemini-2.5-pro,HB2 did not take away any existing city-level non-discrimination rights.,high,HB2 did not take away any existing city-level rights on public restroom access.,high,HB2 did not remove the right to sue for discrimination in state courts.,high,HB2 did not take away any existing city-level non-discrimination rights.,high,95,Likely false,HB2 nullified existing local ordinances that provided non-discrimination protections in cities like Charlotte.,False
315,"""Sixty-one percent of our bridges are in trouble.""",Donald Trump,models/gemini-2.5-pro,61% of US bridges are 'in trouble'.,high,A majority of US bridges are 'in trouble'.,high,The condition of US bridges is a notable issue.,medium,61% of US bridges are 'in trouble'.,high,95,Likely false,Official data shows a much lower percentage of bridges are rated in poor or fair condition.,False
316,"A person’s immune system ""tanks"" after their second COVID-19 vaccine dose.",YouTube videos,models/gemini-2.5-pro,A person's immune system is severely weakened after their second COVID-19 vaccine dose.,high,The second COVID-19 vaccine dose makes people more susceptible to other infections.,high,COVID-19 vaccines trigger an immune system response.,low,A person's immune system is severely weakened after their second COVID-19 vaccine dose.,high,95,Likely false,"Scientific evidence shows vaccines trigger a robust immune response, not a weakening of the immune system.",False
