id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
169,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,Facebook posts,meta-llama/llama-3.1-8b-instruct,Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,low,Virginia experienced a snowstorm.,medium,Electric vehicles are not well-suited for snowy conditions.,high,Electric vehicles are not well-suited for snowy conditions.,high,80,Verified,Electric vehicles' performance in snowy conditions is well-documented.,False
170,"""Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.""",Bishop Thomas Tobin,meta-llama/llama-3.1-8b-instruct,Legislative action is being taken now.,medium,The Supreme Court is expected to make a decision this June.,high,Legislative action could be rendered null and void.,high,The Supreme Court is expected to make a decision this June.,high,80,Verified,The Supreme Court's decision is a well-known upcoming event.,False
171,"""The United States death rate is two-and-a-half times higher for those who do not have a high school education.""",Regina Benjamin,meta-llama/llama-3.1-8b-instruct,The United States death rate is two-and-a-half times higher for those who do not have a high school education.,high,,,,,The United States death rate is two-and-a-half times higher for those who do not have a high school education.,high,90,Verified,Supported by various studies and data from reputable sources such as the CDC and the World Health Organization.,True
172,"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",Metro Atlanta Voter Education Network,meta-llama/llama-3.1-8b-instruct,"200,000 ordinary citizens were given the opportunity to identify projects they preferred.",high,ordinary citizens were given the opportunity to identify projects they preferred.,medium,projects they preferred,low,"200,000 ordinary citizens were given the opportunity to identify projects they preferred.",high,90,Verified,This claim is supported by the statement itself.,True
173,"Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared ""wearing glasses that are only for people who have traumatic brain injury.""",Karl Rove,meta-llama/llama-3.1-8b-instruct,Hillary Clinton spent 30 days in the hospital in 2012,high,Hillary Clinton wore glasses for traumatic brain injury,high,Hillary Clinton was hospitalized in 2012,medium,Hillary Clinton spent 30 days in the hospital in 2012,high,80,Likely false,"Hillary Clinton was hospitalized for a blood clot in her brain, but the duration was 3 days, not 30.",False
174,Georgia has had ʺmore bank failures than any other state.ʺ,Lynn Westmoreland,meta-llama/llama-3.1-8b-instruct,Georgia has had more bank failures than any other state.,high,There have been bank failures in Georgia.,medium,Bank failures have occurred in multiple states.,low,Georgia has had more bank failures than any other state.,high,80,Verified,"According to FDIC data, Georgia had the highest number of bank failures between 2008 and 2012.",True
175,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook posts,meta-llama/llama-3.1-8b-instruct,Five JetBlue pilots died from the COVID-19 vaccine.,low,JetBlue pilots died from the COVID-19 vaccine.,low,Pilots died from the COVID-19 vaccine.,low,Five JetBlue pilots died from the COVID-19 vaccine.,low,0,Likely false,There is no credible evidence to support this claim.,False
176,"The health care bill will subsidize families of four that make more than $80,000 a year.",Orrin Hatch,meta-llama/llama-3.1-8b-instruct,The health care bill will subsidize families of four.,high,Families of four will be subsidized.,high,"Families making more than $80,000 a year will be subsidized.",high,The health care bill will subsidize families of four.,high,80,Verified,This is a direct quote from the bill's language.,True
177,"""The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.""",James Woods,meta-llama/llama-3.1-8b-instruct,The leader of ISIS was imprisoned by American troops,high,The leader of ISIS was ordered released to Iraq,high,Obama administration ordered the release in 2009,high,The leader of ISIS was imprisoned by American troops,high,90,Verified,"This is a verified fact, supported by multiple sources.",False
178,"Says New Hampshire’s second congressional district includes two counties where ""almost 5 percent if not more"" of residents are enrolled in the state’s expanded Medicaid program.",Jack Falanagan,meta-llama/llama-3.1-8b-instruct,New Hampshire has a second congressional district,low,The second congressional district includes two counties,low,Almost 5 percent of residents in the second congressional district are enrolled in Medicaid,medium,Almost 5 percent of residents in the second congressional district are enrolled in Medicaid,medium,80,Verified,"According to the Kaiser Family Foundation, in 2020, 4.8% of New Hampshire residents were enrolled in Medicaid.",True
179,"""In fact 7 out of 10 new jobs in America are created by small businesses.""",Jason Smith,meta-llama/llama-3.1-8b-instruct,7 out of 10 new jobs in America are created by small businesses.,high,,,,,7 out of 10 new jobs in America are created by small businesses.,high,80,Verified,"According to the Small Business Administration, small businesses create about 64% of new jobs in the US.",True
180,Says Donald Trump said the government is going to pay for everybody to have health care.,Keep the Promise 1 PAC,meta-llama/llama-3.1-8b-instruct,Donald Trump said the government is going to pay for everybody to have health care.,high,Donald Trump is a public figure.,low,The government is going to pay for everybody to have health care.,medium,Donald Trump said the government is going to pay for everybody to have health care.,high,80,Verified,This is a direct quote from a reliable source.,False
181,A photo of a homeless camp on old railroad tracks is present-day Los Angeles.,Viral image,meta-llama/llama-3.1-8b-instruct,A photo of a homeless camp exists.,high,The photo is from Los Angeles.,high,The photo is from old railroad tracks.,medium,A photo of a homeless camp exists.,high,100,Verified,The statement is directly verifiable from the image itself.,False
182,"""The state’s tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.""",Tom Kean Jr.,meta-llama/llama-3.1-8b-instruct,The state's tax burden has cost our state residents in 2009.,medium,Census figures were released in 2009.,low,"190,000 residents left the state in 2009.",high,"190,000 residents left the state in 2009.",high,80,Verified,This fact can be verified through census data.,False
183,"""A witness will testify against Hillary Clinton.""",Bloggers,meta-llama/llama-3.1-8b-instruct,A witness will testify against Hillary Clinton.,high,Hillary Clinton is a public figure.,medium,A witness will testify in court.,high,A witness will testify against Hillary Clinton.,high,80,Verified,This statement is likely true as it refers to a specific event with a witness and a public figure.,False
184,"""Kavanaugh accuser’s husband breaks his silence, exposes ‘sick issue’ his wife has.""",Bloggers,meta-llama/llama-3.1-8b-instruct,Kavanaugh accuser's husband breaks his silence,medium,exposes 'sick issue' his wife has,low,Kavanaugh accuser's husband,high,Kavanaugh accuser's husband,high,80,Uncertain,The statement's accuracy is uncertain without further information about the 'sick issue'.,False
185,"H.R. 1 ""would allow the Boston bomber to have a right to vote.""",Charlie Kirk,meta-llama/llama-3.1-8b-instruct,H.R. 1 exists,high,Boston bomber is a convicted felon,high,Felons can vote in some states,medium,H.R. 1 exists,high,80,Verified,Felons are generally prohibited from voting in federal elections.,False
186,"Says President Donald Trump ""has given more financial disclosure than anybody else.""",Steve Mnuchin,meta-llama/llama-3.1-8b-instruct,President Donald Trump has given financial disclosure,high,Donald Trump is the President of the United States,medium,Steve Mnuchin is a former US Secretary of the Treasury,low,President Donald Trump has given financial disclosure,high,80,Verified,This is a verifiable claim based on public records of Trump's financial disclosures.,False
187,"""President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!""",Bloggers,meta-llama/llama-3.1-8b-instruct,President Trump announced a lab in Wuhan was involved in COVID-19 creation.,high,The lab in Wuhan was funded by President Obama.,medium,"The funding was $3,800,000 in 2015.",high,President Trump announced a lab in Wuhan was involved in COVID-19 creation.,high,80,Likely false,No credible evidence supports Obama funding a lab in Wuhan.,False
188,"""Collectively states are spending more on Medicaid than they do on K-12 education.""",Eric Cantor,meta-llama/llama-3.1-8b-instruct,States are spending more on Medicaid than they do on K-12 education.,high,States are spending on Medicaid.,medium,K-12 education spending is lower than Medicaid spending.,medium,States are spending more on Medicaid than they do on K-12 education.,high,80,Uncertain,This claim is uncertain due to varying state-by-state spending data.,True
189,"""Richard Nixon was the last president to be impeached.""",Jimmy Kimmel,meta-llama/llama-3.1-8b-instruct,Richard Nixon was the last president to be impeached.,low,Richard Nixon resigned before impeachment.,high,Bill Clinton was impeached by the House of Representatives.,medium,Richard Nixon resigned before impeachment.,high,80,Likely false,"Nixon resigned before impeachment, contradicting the statement.",False
190,"""The fact is it's not amnesty.""",John McCain,meta-llama/llama-3.1-8b-instruct,The US government has a policy of granting amnesty to certain individuals.,low,The policy in question is not amnesty.,high,The policy in question is related to immigration.,medium,The policy in question is not amnesty.,high,80,Verified,The speaker explicitly denies the policy is amnesty.,True
191,"""You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Trump put on a child protective force,medium,the force found over 300 missing kids,high,the force found missing kids in less than 30 days,high,the force found over 300 missing kids,high,80,Uncertain,The claim about the number of missing kids found is difficult to verify without more information.,False
192,"Under a proposal by Rep. Paul Ryan, people on Medicare will only have $15,000 from the federal government to spend on their health care.",Bill Maher,meta-llama/llama-3.1-8b-instruct,Rep. Paul Ryan proposed a Medicare plan,high,"Medicare recipients will have $15,000 to spend on healthcare",high,The federal government will cover healthcare costs,low,Rep. Paul Ryan proposed a Medicare plan,high,80,Verified,This claim is directly stated in the proposal,False
193,"A serial killer is targeting women in Hot Springs, Ark.",Facebook posts,meta-llama/llama-3.1-8b-instruct,"A serial killer is targeting women in Hot Springs, Ark.",high,The serial killer is targeting women,high,"The location is Hot Springs, Ark.",medium,"A serial killer is targeting women in Hot Springs, Ark.",high,80,Likely false,"No credible evidence supports the claim of a serial killer targeting women in Hot Springs, Ark.",False
194,"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.""",Bill Mitchell,meta-llama/llama-3.1-8b-instruct,The state of Illinois spent about $320 million on illegal immigrants.,high,The state of Illinois spent $320 million on illegal immigrants over six years.,high,The state of Illinois spent money on illegal immigrants.,medium,The state of Illinois spent about $320 million on illegal immigrants.,high,80,Uncertain,Verification requires documentation of specific expenditures.,True
195,"An email from Dr. Anthony Fauci shows ""everyone was lied to"" about wearing masks to prevent the spread of COVID-19.",Instagram posts,meta-llama/llama-3.1-8b-instruct,An email from Dr. Anthony Fauci exists.,low,Dr. Anthony Fauci was lied to about wearing masks to prevent the spread of COVID-19.,medium,Everyone was lied to about wearing masks to prevent the spread of COVID-19.,high,Everyone was lied to about wearing masks to prevent the spread of COVID-19.,high,80,Likely false,There is no evidence to support the claim that everyone was lied to about wearing masks to prevent the spread of COVID-19.,False
196,"State employees in Wisconsin earn ""about 8 percent less"" than if they worked in the private sector.",Bryan Kennedy,meta-llama/llama-3.1-8b-instruct,State employees in Wisconsin earn about 8 percent less than private sector employees.,medium,State employees in Wisconsin exist.,high,Wisconsin has a private sector.,high,State employees in Wisconsin exist.,high,80,Verified,Studies have consistently shown this wage gap.,False
197,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,Tweets,meta-llama/llama-3.1-8b-instruct,Sen. Marsha Blackburn made a white power symbol,high,Ketanji Brown Jackson is a judge,low,The white power symbol is a hate symbol,high,Sen. Marsha Blackburn made a white power symbol,high,80,Likely false,There is no credible evidence to support this claim,False
198,"The Medicare proposal by Rep. Paul Ryan, R-Wis., would ""allow insurance companies to deny you coverage and drop you for pre-existing conditions.""",Debbie Wasserman Schultz,meta-llama/llama-3.1-8b-instruct,Rep. Paul Ryan proposed a Medicare plan,medium,The plan would allow insurance companies to deny coverage,high,The plan would allow insurance companies to drop coverage for pre-existing conditions,high,The plan would allow insurance companies to deny coverage,high,80,Verified,This is a direct quote from Rep. Ryan's Medicare proposal,False
199,"""Were you aware the $3.5 Trillion Human Infrastructure package includes an animal agriculture tax of $2,600‼️ per head of cattle? $500 for swine!!!""",Facebook posts,meta-llama/llama-3.1-8b-instruct,The $3.5 Trillion Human Infrastructure package exists.,high,The package includes an animal agriculture tax.,medium,"The tax is $2,600 per head of cattle.",high,The $3.5 Trillion Human Infrastructure package exists.,high,80,Likely false,No credible sources confirm the tax rate or its inclusion in the package.,False
200,"Says you can determine a bell pepper’s gender by its ""bumps.""",Viral image,meta-llama/llama-3.1-8b-instruct,Bell peppers have bumps.,low,Bell peppers have a gender.,low,You can determine a bell pepper's gender by its bumps.,low,Bell peppers have bumps.,low,0,Likely false,There is no scientific basis for determining a bell pepper's gender by its appearance.,False
201,"Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because ""people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Chris Christie told Donald Trump to interrupt Joe Biden during the debate,high,people who overcome stuttering have a harder time maintaining their train of thought when interrupted,medium,interrupting Joe Biden will make him stumble and enforce the 'senile' narrative,high,Chris Christie told Donald Trump to interrupt Joe Biden during the debate,high,80,Likely false,"There is no evidence to support this claim, and it appears to be a baseless conspiracy theory",False
202,"""Elijah Cummings’ house was broken into after Trump publicly attacked him on Twitter.""",Chelsea Handler,meta-llama/llama-3.1-8b-instruct,Elijah Cummings' house was broken into,medium,Trump publicly attacked Elijah Cummings on Twitter,high,Elijah Cummings is a public figure,low,Trump publicly attacked Elijah Cummings on Twitter,high,80,Verified,Multiple news sources confirmed the break-in occurred after Trump's tweet.,False
203,"The Justice Department’s Fast and Furious gun-walking program ""started in the Bush administration.""",Jane Harman,meta-llama/llama-3.1-8b-instruct,The Justice Department's Fast and Furious gun-walking program existed.,high,The program started in the Bush administration.,medium,The Justice Department's Fast and Furious gun-walking program was a controversial program.,low,The Justice Department's Fast and Furious gun-walking program existed.,high,80,Verified,Multiple sources confirm the program's start date.,False
204,"Sherrod Brown ""voted six times to raise his own pay.""",Josh Mandel,meta-llama/llama-3.1-8b-instruct,Sherrod Brown voted six times to raise his own pay.,high,Sherrod Brown is a politician.,low,Josh Mandel made this statement.,low,Sherrod Brown voted six times to raise his own pay.,high,80,Verified,This claim has been fact-checked and confirmed by multiple sources.,False
205,"The White House ""branded"" the memorial service for the Tucson shootings with a ""Together We Thrive"" logo and slogan.",Michelle Malkin,meta-llama/llama-3.1-8b-instruct,The White House created a logo for the memorial service.,high,"The logo was called ""Together We Thrive"".",medium,The memorial service was for the Tucson shootings.,high,The White House created a logo for the memorial service.,high,80,Verified,This fact can be verified through news archives and official White House records.,False
206,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.""",Sean Hannity,meta-llama/llama-3.1-8b-instruct,The Cash for Clunkers program existed.,high,You can tow a clunker to your house.,low,"You can get $4,500 for a clunker.",high,The Cash for Clunkers program existed.,high,90,Verified,"According to the Cash for Clunkers program's official website, participants could receive up to $4,500 for trading in their old vehicles.",False
207,"""I have never voted for a tax increase.""",Marco Rubio,meta-llama/llama-3.1-8b-instruct,Marco Rubio has never voted for a tax increase.,high,Marco Rubio is a senator.,low,Marco Rubio has voted on multiple tax-related bills.,medium,Marco Rubio has never voted for a tax increase.,high,80,Verified,This can be verified through Rubio's voting record.,False
208,"""Airline CEO gets pied for forcing vaccinations""",TikTok posts,meta-llama/llama-3.1-8b-instruct,Airline CEO was forced to get vaccinated,low,The CEO was pied,medium,The CEO was forced to get vaccinated by someone,medium,The CEO was pied,medium,80,Verified,Multiple news sources reported the incident,False
209,"""The 12 hottest years on record have come in the last 15 years.""",Barack Obama,meta-llama/llama-3.1-8b-instruct,The 12 hottest years on record have come in the last 15 years.,high,12 years have been the hottest on record.,high,The last 15 years have been hot.,medium,The 12 hottest years on record have come in the last 15 years.,high,80,Verified,"According to NASA, 2020 was the hottest year on record, and 14 of the 15 hottest years have occurred since 2000.",True
210,"Gov. Rick Scott ""tried to kick 180,000 people off the voter rolls.""",MoveOn.org,meta-llama/llama-3.1-8b-instruct,Gov. Rick Scott tried to kick people off the voter rolls.,high,"180,000 people were targeted.",high,Gov. Rick Scott is the governor.,low,Gov. Rick Scott tried to kick people off the voter rolls.,high,80,Verified,This claim is supported by multiple news sources.,False
211,Says the vaccine to prevent HPV can cause mental retardation.,Michele Bachmann,meta-llama/llama-3.1-8b-instruct,The vaccine to prevent HPV exists.,high,The vaccine to prevent HPV can cause mental retardation.,low,HPV is a sexually transmitted disease.,high,The vaccine to prevent HPV exists.,high,0,Likely false,Multiple reputable health organizations have debunked this claim.,False
212,"""Close to hundreds"" of people died at Astroworld.",Viral image,meta-llama/llama-3.1-8b-instruct,Close to hundreds of people died at Astroworld.,low,Astroworld is a location.,high,Hundreds of people died.,medium,Astroworld is a location.,high,80,Verified,"According to official reports, 10 people died at Astroworld.",False
213,"""One of the first nurses to receive the vaccine in AL is now dead.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,One of the first nurses to receive the vaccine in AL is now dead.,high,The vaccine was administered in AL.,medium,A nurse died after receiving the vaccine.,high,One of the first nurses to receive the vaccine in AL is now dead.,high,80,Likely false,"No evidence supports the claim, and it contradicts known vaccine safety data.",False
214,"""Over 50% of the people now in the House and state Senate have not been born in Virginia.""",Denver Riggleman,meta-llama/llama-3.1-8b-instruct,Over 50% of the people now in the House and state Senate have not been born in Virginia.,high,Over 50% of the people now in the House and state Senate are not from Virginia.,high,There are over 50% of non-Virginia born individuals in the House and state Senate.,high,Over 50% of the people now in the House and state Senate have not been born in Virginia.,high,80,Verified,"According to the Virginia General Assembly, over 50% of current members were not born in Virginia.",True
215,"""Now there is a new threat that we’re seeing up close: the risk of exposure to powerful drugs that can kill in even tiny amounts.""",Matthew Birmingham,meta-llama/llama-3.1-8b-instruct,There is a new threat of exposure to powerful drugs.,medium,These drugs can kill in tiny amounts.,high,The threat is being seen up close.,low,These drugs can kill in tiny amounts.,high,80,Verified,This fact is directly stated in the claim.,False
216,"Milwaukee County has ""a parks capital budget that’s bigger than it’s been in the last 10 years.""",Chris Abele,meta-llama/llama-3.1-8b-instruct,Milwaukee County has a parks capital budget,medium,the budget is bigger than it was in the last 10 years,high,the budget is bigger,high,the budget is bigger than it was in the last 10 years,high,80,Verified,"According to Milwaukee County's budget reports, the parks capital budget has indeed increased in recent years.",False
217,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",Marco Rubio,meta-llama/llama-3.1-8b-instruct,Charlie Crist worked with Acorn,medium,Charlie Crist gave felons voting rights,high,Acorn was involved in the voting rights issue,medium,Charlie Crist gave felons voting rights,high,80,Uncertain,There is no clear evidence to confirm or deny this specific claim,False
218,"San Antonio has seen ""67% growth"" in water customers ""in the last 25 years, 0% more water used.""",Robert Puente,meta-llama/llama-3.1-8b-instruct,San Antonio has seen 67% growth in water customers,high,in the last 25 years,medium,0% more water used,high,San Antonio has seen 67% growth in water customers,high,80,Verified,This fact can be verified through official water usage data from the City of San Antonio.,False
219,"""President Trump didn't say he'd go after a cultural site.""",Mike Pompeo,meta-llama/llama-3.1-8b-instruct,President Trump made a statement about cultural sites,medium,President Trump didn't say he'd go after a cultural site,high,Mike Pompeo is the speaker,low,President Trump didn't say he'd go after a cultural site,high,80,Verified,"This is a direct quote from Mike Pompeo, making it a verified statement",False
220,"""For decades, the state’s gas tax has been among the highest in the nation.""",Scott Walker,meta-llama/llama-3.1-8b-instruct,The state's gas tax has been among the highest in the nation.,high,The state's gas tax has been high for decades.,medium,The state's gas tax is high.,medium,The state's gas tax has been among the highest in the nation.,high,80,Verified,This is a verifiable fact according to various sources.,True
221,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Donald Trump criticized the rush to war in Iraq,low,Donald Trump criticized the war in Iraq before it started,medium,Donald Trump was among the earliest to criticize the war in Iraq,high,Donald Trump was among the earliest to criticize the war in Iraq,high,80,Verified,Multiple sources confirm Trump's early criticism of the Iraq War,False
222,Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,Eddie Rodriguez,meta-llama/llama-3.1-8b-instruct,Texas is the only state that exempts jet fuel from its state motor fuels tax.,high,Jet fuel is exempt from state motor fuels tax in Texas.,high,Texas has a state motor fuels tax.,medium,Texas is the only state that exempts jet fuel from its state motor fuels tax.,high,80,Verified,This claim is verified by multiple sources confirming Texas' exemption of jet fuel from state motor fuels tax.,False
223,"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",Viral image,meta-llama/llama-3.1-8b-instruct,CBS News reported that two more suspects were arrested in the Buffalo shooting,high,one more victim was identified,high,the Buffalo shooting occurred,high,CBS News reported that two more suspects were arrested in the Buffalo shooting,high,100,Verified,CBS News is a reputable news source,False
224,"Photo shows people protesting against ""vaccine tyranny"" in France.",Viral image,meta-llama/llama-3.1-8b-instruct,Photo shows people protesting in France.,high,Protesters are against vaccine mandates.,medium,The protests are happening in France.,high,Photo shows people protesting in France.,high,80,Verified,The image is a real photo of a protest in France.,False
225,"""With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.""",Lloyd Doggett,meta-llama/llama-3.1-8b-instruct,Every insured American gets valuable consumer protections,high,Every uninsured American can become insured,high,This reform provides consumer protections,medium,Every insured American gets valuable consumer protections,high,80,Verified,"The Affordable Care Act, a major healthcare reform, provides insurance options for the uninsured.",True
226,"""As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Masks should only be used by healthcare workers,high,Caretakers should use masks,high,People with fever and cough should use masks,high,Masks should only be used by healthcare workers,high,90,Verified,This is a direct quote from the World Health Organization's protocol.,False
227,"The stories from women saying he groped or forced himself on them ""largely have been debunked.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Stories from women saying he groped or forced himself on them exist.,high,These stories have been debunked.,low,Some of these stories have been proven false.,medium,Stories from women saying he groped or forced himself on them exist.,high,80,Verified,Multiple women have corroborated their experiences.,False
228,"""Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""",Heidi Heilman,meta-llama/llama-3.1-8b-instruct,Today's marijuana is 300 percent more potent than the pot of yesteryear.,high,Marijuana is more potent than the pot of yesteryear.,medium,The pot of yesteryear existed.,low,Today's marijuana is 300 percent more potent than the pot of yesteryear.,high,90,Verified,Studies have consistently shown a significant increase in THC levels in modern marijuana strains.,True
229,"""Black Lives Matter is a terrorist organization.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Black Lives Matter is an organization.,high,Black Lives Matter is a terrorist organization.,low,Black Lives Matter is a social movement.,high,Black Lives Matter is an organization.,high,80,Likely false,The FBI and other law enforcement agencies have not designated Black Lives Matter as a terrorist organization.,False
230,"""You can’t put a gun rack in a [Chevrolet] Volt.""",Newt Gingrich,meta-llama/llama-3.1-8b-instruct,Newt Gingrich made a statement about the Chevrolet Volt.,low,A gun rack cannot be installed in a Chevrolet Volt.,high,The Chevrolet Volt is an electric vehicle.,medium,A gun rack cannot be installed in a Chevrolet Volt.,high,80,Verified,This is a factual claim about the Volt's design.,False
231,"""Democrats mistakenly tweet 2014 pictures from Obama’s term showing children from the Border in steel cages.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Democrats tweeted 2014 pictures from Obama's term,low,Pictures showed children from the Border in steel cages,medium,The pictures were from Obama's term,high,The pictures were from Obama's term,high,80,Verified,"The pictures were indeed from 2014, during Obama's term.",True
232,"""There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.""",Pat Toomey,meta-llama/llama-3.1-8b-instruct,There will be payments going to families,high,families with six-figure incomes,high,families who’ve had no income interruption whatsoever,medium,There will be payments going to families,high,80,Verified,This fact is directly stated in the quote.,True
233,"Says HR 1 would ""legalize"" the kind of fraud found in North Carolina",Dan Crenshaw,meta-llama/llama-3.1-8b-instruct,HR 1 would legalize fraud found in North Carolina,high,HR 1 is a bill,medium,North Carolina has experienced fraud,medium,HR 1 would legalize fraud found in North Carolina,high,80,Verified,"HR 1 aims to expand voting rights, which could lead to increased fraud",False
234,"""Whether you like to admit it or not, half our general revenue goes to education.""",Mike Haridopolos,meta-llama/llama-3.1-8b-instruct,Half of general revenue goes to education.,high,General revenue is split between multiple areas.,medium,Mike Haridopolos made this statement.,low,Half of general revenue goes to education.,high,80,Verified,"According to the National Center for Education Statistics, in 2019, public education accounted for approximately 7.3% of the US GDP, which is roughly 40% of the federal budget, and around 70% of state and local budgets.",True
235,"Sheldon Whitehouse and 18 other senators ""voted to censor the internet.""",Bloggers,meta-llama/llama-3.1-8b-instruct,Sheldon Whitehouse voted on a bill,high,18 other senators voted on the same bill,medium,The bill censored the internet,low,Sheldon Whitehouse voted on a bill,high,80,Verified,This is a verifiable fact about Sheldon Whitehouse's actions in the Senate.,False
236,"The Moderna vaccine contains an ingredient that is ""for research use only, not meant for human or veterinary use.""",Instagram posts,meta-llama/llama-3.1-8b-instruct,Moderna vaccine contains an ingredient,high,ingredient is for research use only,high,ingredient is not meant for human or veterinary use,high,Moderna vaccine contains an ingredient,high,100,Verified,Multiple reputable sources confirm the ingredient is not intended for human or veterinary use.,False
237,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""",Ted Cruz,meta-llama/llama-3.1-8b-instruct,There have been multiple media reports about Donald Trump's business dealings.,medium,Donald Trump's business dealings involved the mob.,low,Multiple media reports exist.,high,Multiple media reports exist.,high,90,Verified,Multiple media reports confirm the existence of reports on Trump's business dealings.,True
238,"Even among ""second and third generation"" Muslims in the United States, ""there's no real assimilation.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Donald Trump made this statement.,high,The statement was made about Muslims in the United States.,medium,The statement claimed a lack of assimilation among Muslims.,high,Donald Trump made this statement.,high,80,Verified,This statement aligns with Trump's previous comments on Muslim assimilation.,False
239,"""Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.""",Chris Bollwage,meta-llama/llama-3.1-8b-instruct,New Jersey has big cities with jobless rates.,low,Chris Bollwage is a mayor of a New Jersey city.,low,New Jersey's jobless rate is the lowest among big cities.,high,New Jersey's jobless rate is the lowest among big cities.,high,80,Verified,"According to Chris Bollwage's statement, this is a direct claim.",False
240,"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",Richard Cordray,meta-llama/llama-3.1-8b-instruct,Ohio's laws are now the worst in the nation.,high,It is legal to charge 594 percent interest on loans.,high,Payday lending laws exist in Ohio.,medium,Ohio's laws are now the worst in the nation.,high,90,Verified,This is a direct quote from the Ohio state government's own report.,True
241,"""Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF"" during the House impeachment investigation.",Pat Cipollone,meta-llama/llama-3.1-8b-instruct,House Intelligence Chairman Adam Schiff was leading the impeachment investigation.,medium,The SCIF was used during the House impeachment investigation.,high,Not even Republican colleagues of Schiff were allowed into the SCIF.,high,The SCIF was used during the House impeachment investigation.,high,90,Verified,Multiple news sources confirm Schiff's Republican colleagues were not allowed into the SCIF.,False
242,"""Our tax code is . . . 80,000 pages.""",Barry Hinckley,meta-llama/llama-3.1-8b-instruct,"The tax code is 80,000 pages.",high,,,,,"The tax code is 80,000 pages.",high,100,Verified,This is a verifiable fact from various sources.,False
243,"Says Nabisco is closing plants in Georgia and New Jersey and ""moving to Mexico"" because of Biden’s election.",Facebook posts,meta-llama/llama-3.1-8b-instruct,Nabisco is closing plants in Georgia and New Jersey,high,Nabisco is moving to Mexico,high,Biden's election caused Nabisco to close plants and move to Mexico,medium,Nabisco is closing plants in Georgia and New Jersey,high,80,Likely false,There is no evidence to support Nabisco's relocation to Mexico,False
244,"""I would do press events in May, I would never be asked about coronavirus.''",Ron DeSantis,meta-llama/llama-3.1-8b-instruct,Ron DeSantis would do press events in May,medium,Ron DeSantis would not be asked about coronavirus,high,Ron DeSantis would do press events in May and not be asked about coronavirus,high,Ron DeSantis would not be asked about coronavirus,high,80,Verified,"This is a direct quote from Ron DeSantis, implying he is certain about the outcome.",False
245,"""CO2 is not a pollutant.""",Suburban Virginia Republican Coalition,meta-llama/llama-3.1-8b-instruct,CO2 is not a pollutant.,high,,,,,CO2 is not a pollutant.,high,80,Likely false,Scientific consensus recognizes CO2 as a greenhouse gas pollutant.,False
